Nombre	Vacunas exijidas	Vacunas recomendadas	,,,,
NIGERIA\tSe exige certificado de vacunación contra la Fiebre Amarilla (2013) a los viajeros mayores de un año de edad procedentes de países con riesgo de transmisión de la fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: Sí.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
NIUE\tSe exige certificado de vacunación contra la Fiebre Amarilla a los viajeros mayores de 9 meses de edad año procedentes de países con riesgo de transmisión de la fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: ninguna.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
NUEVA ZELANDA\tFiebre Amarilla (2013): ningún requisito de vacunación para los viajeros internacionales.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
N&#xCD;GER\tSe exige certificado de vacunación contra la Fiebre Amarilla a todos los viajeros mayores de un año de edad y se recomienda para todos los viajeros que salgan de Níger. Recomendaciones de vacunación contra la fiebre amarilla: Sí. Recomendada para todos los viajeros mayores de 9 meses de edad que se dirijan a áreas del sur del desierto del Sáhara. No recomendada para viajeros cuyo itinerario se limite a áreas del desierto del Sáhara.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
OM&#xC1;N\tSe exige certificado de vacunación contra la Fiebre Amarilla (2015) a los viajeros mayores de 9 meses procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que hayan realizado tránsitos de más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: No. El certificado de vacunación es válido de por vida.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
PAKIST&#xC1;N\tSe exige certificado de vacunación contra la fiebre amarilla (2015) a los viajeros mayores de 1 año procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que hayan realizado tránsitos de más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: No. El certificado de vacunación es válido para 10 años.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
NORUEGA\tNingún requisito de vacunación para los viajeros internacionales. Recomendaciones de vacunación contra la fiebre amarilla: ninguna.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
NUEVA CALEDONIA y DEPENDENCIAS\tSe exige certificado de vacunación contra la Fiebre Amarilla (2013) a los viajeros mayores de un año procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que hayan realizado tránsitos de más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Nota: En caso de amenaza epidémica al territorio podría exigirse un certificado de vacunación específico. Recomendaciones de vacunación contra la fiebre amarilla: No.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
PARAGUAY\tSe exige certificado de vacunación contra la fiebre amarilla (2015) a los viajeros mayores de 9 meses de edad procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que hayan transitado más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Recomendación de vacunación contra la fiebre amarilla: Sí. Recomendada para todos los viajeros a partir de 9 meses excepto los indicados a continuación. Generalmente no recomendada ((La vacunación contra la fiebre amarilla está generalmente no recomendada en áreas donde el riesgo de exposición es bajo. Sin embargo, la vacunación debe considerarse en aquel pequeño subgrupo de viajeros que tiene un riesgo de exposición aumentado (por Ej.: viaje de larga duración, amplia exposición a mosquitos, imposibilidad de evitar la picadura de mosquito). Cuando se considere la vacunación cualquier viajero debe tener en cuenta el riesgo de infectarse con el virus de la fiebre amarilla, los requisitos de entrada de cada país y  los factores de riesgo individual para desarrollar un efecto adverso grave a la vacuna (Ej.: edad, estado inmune).) para viajeros cuyo itinerario se limite a la ciudad de Asunción. El certificado de vacunación es válido de por vida.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
PAP&#xDA;A - NUEVA GUINEA\tRecomendaciones de vacunación contra la fiebre amarilla (2015): No.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
PANAM&#xC1;\tFiebre Amarilla (2015): ningún requisito de vacunación para los viajeros internacionales. Recomendaciones de vacunación contra la fiebre amarilla: Sí. Recomendada para todos los viajeros a partir de 9 meses de edad que vayan a la  región del Este del Canal de Panamá (la totalidad de las comarcas de Emberá y Kuna Yala, la provincia de Darién y áreas de las provincias de Colón). No se recomienda ((La vacunación contra la fiebre amarilla está generalmente no recomendada en áreas donde el riesgo de exposición es bajo. Sin embargo, la vacunación debe considerarse en aquel pequeño subgrupo de viajeros que tiene un riesgo de exposición aumentado (por Ej.: viaje de larga duración, amplia exposición a mosquitos, imposibilidad de evitar la picadura de mosquito). Cuando se considere la vacunación cualquier viajero debe tener en cuenta el riesgo de infectarse con el virus de la fiebre amarilla, los requisitos de entrada de cada país y  los factores de riesgo individual para desarrollar un efecto adverso grave a la vacuna (Ej.: edad, estado inmune).) para viajeros cuyo itinerario se limite a áreas del oeste de la zona del canal, la ciudad de  Panamá, la zona del canal en sí, y las Islas de Balboa y San Blas.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
PER&#xDA;\tNingún requisito de vacunación para los viajeros internacionales. Recomendaciones de vacunación contra la fiebre amarilla (2015): Sí. Recomendada para los viajeros a partir de 9 meses de edad que se dirijan a las áreas siguientes por debajo de 2.300 metros de altitud: todas las regiones del Amazonas, Loreto, Madre de Dios, San Martin, Ucayali, Puno, Cuzco; Junín, Pasco y Huánuco, y áreas indicadas de las regiones siguientes: noreste de Ancash; norte de Apurímac; norte y noreste de Ayacucho; norte y este de Cajamarca; noroeste, norte y noreste de Cuzco; norte de Huancavelica; norte, parte central y este de Huánuco; norte y este de Junín; este de La Libertad; parte central y este de  Pasco; este de Piura.
Generalmente no recomendada ((La vacunación contra la fiebre amarilla está generalmente no recomendada en áreas donde el riesgo de exposición es bajo. Sin embargo, la vacunación debe considerarse en aquel pequeño subgrupo de viajeros que tiene un riesgo de exposición aumentado (por Ej.: viaje de larga duración, amplia exposición a mosquitos, imposibilidad de evitar la picadura de mosquito). Cuando se considere la vacunación cualquier viajero debe tener en cuenta el riesgo de infectarse con el virus de la fiebre amarilla, los requisitos de entrada de cada país y  los factores de riesgo individual para desarrollar un efecto adverso grave a la vacuna (Ej.: edad, estado inmune).) para viajeros cuyo itinerario se limite a las áreas siguientes del oeste de los Andes: la totalidad de las regiones de Lambayeque y Tumbes y las áreas indicadas del oeste de Piura y parte centro-oeste de Cajamarca. No recomendada para viajeros cuyo itinerario se limite a las áreas siguientes: todas aquellas por encima de 2300 m de altitud, áreas al oeste de los Andes no mencionadas anteriormente y las ciudades de Cuzco y Lima, Machu Picchu, y el camino Inca.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
POLINESIA FRANCESA\tSe exige certificado de vacunación contra la Fiebre Amarilla (2013) a los viajeros mayores de un año procedentes de países con riesgo de transmisión de la fiebre amarilla y a aquellos viajeros que hayan realizado tránsitos de más de 12 horas en aeropuertos de países con riesgo de transmisión de fiebre amarilla. Recomendaciones de vacunación contra la fiebre amarilla: No.\tEs conveniente tener actualizado el calendario oficial de vacunaciones. Pueden ser recomendables otras vacunas, cuya prescripción deberá realizarse de forma personalizada en cualquiera de los Centros de Vacunación Internacional autorizados.\t,
